1,954, （7）肝肾功明显异常（相关指标高于正常值的1倍以上） 
1,976, （4）心电图检查未见明显异常者；
1,1015, 6.重度贫血患者（血红蛋白低于6克/每分升）；
1,1018, 3)胸部平片或胸部CT提示至少有2个肺叶或以上存在典型片絮状阴影；
1,1150, GCS评分15；
1,1155, 5.肝内原发病灶为巨块型或结节型
1,1382, 6）中医辩证上述主症少于两个、兼证少于两个者；
1,1394, 5.ECOG 0-2分；
1,1400,    c)Schirmer试验（表麻）≤5mm/5min
1,1503, 2.体力状况ECOG评分 0-1分；
1,1517, 5.至少有一个可测量病灶；
1,1589, 2.体力状态：ECOG评分≤2分，或KPS评分≥60；
1,1611, ③洼田饮水试验测试正常。
1,1853,1.肝脏内单一病灶最大径≤1cm，多发病灶最大径之和≤3cm
1,1862, 4.预计单肺通气时间 ≥45分钟；
1,1868, 4. 上肢肘关节或腕关节屈肌张力改良Ashworth量表（MAS）评分：MAS评分≤1分；
1,1889, （2）FMA小于36.3°；
1,1932, 3、入院时或复苏后GCS≥5分；
1,2003, (3)ECOG评分为0-1分；
1,2011, 2.胃肠功能紊乱：具有GSRS条目中的任意两项并且GSRS积分大于7分；
1,2041,1、深的点隙窝沟有患龋倾向
1,2075, （8）筛查时平均坐位收缩压（SBP）＜140mmHg，平均坐位舒张压（DBP）＜80mmHg，或导入观察期平均坐位收缩压（SBP）＜160mmHg，平均坐位舒张压（DBP）＜100mmHg。 
1,2091, ⑦体重指数小于18.5或大于等于24者。
1,2141, 3. 急性胰腺炎发病72小时内入院治疗 
1,2224, （2）智力和语言功能正常
1,2277, 4、ECOG评分4分者。 
1,2354,（1）处于COPD急性加重期；
1,2470, ⑤术前ASA评分：≤3
1,2481,（1）高度近视黄斑裂孔（屈光度＞-6.0D，眼轴＞26mm）；
1,2488,(1) 身体质量指数 （ body  mass index ，B M I ）大于 35 。 
1,2526, （5） Th17/Treg失衡或Th17高于正常范围或Treg低于正常范围；
1,2638, ⑦ ECOG评分0-1分；
1,2749, （3）术中造影发现主裂口位置距离左锁骨下动脉开口&lt;1cm者。
1,2789, 3. 输卵管通液测试包括子宫输卵管造影和诊断性腹腔镜，它们显示至少有一侧输卵管通畅。
1,2797, ④HAMD自杀条目评分≥3分。 
1,2859, (4) 正在参加其他临床试验者；
1,2937, 5、蛋白尿&lt;3.5g/24h;
1,3025, （5）NIHSS评分≥5分且≤22分者；
1,3131,1) 单纯颈部淋巴结复发患者
1,3162, 4. 脑梗死首次发作或再次发作，发病时间大于14天； 
1,3264," （4）外周血白细胞≥3.5x10 9 ,血小板及肝肾功能正常。"
1,3269, （3）甲状腺体积小于等于25ml；
1,3270, 5) 在12 个月内经肠镜或者钡餐检查无异常；
1,3405, 5.体力状况ECOG评分为0-1；
1,3445, ⑤ 心、肾功能在正常范围
1,3499,1）拟行开颅手术患者，80例随机分为两组。云克组和对照组。
1,3585, –总胆红素≤1.5倍正常值上限（ULN）；
1,3598, 6.正在参加另一项临床试验；
1,3623, 5.ECCOG 0-2分；
1,3629, 3.单发或多发
1,3729, 5.住院患者 
1,3753, 2.在基线时已经诊断为侵袭性真菌感染的 “拟诊（possible）”、“临床诊断(probable)”或“确诊（proven）”；
1,3833, 5.至少有一个可测量病灶；
1,3937, 8.格拉斯哥昏迷评分低于15
1,3980, （4）供肝重量&lt;受体体重0.8%；
1,4029, 胸膜、纵隔病变切除创面直径小于5cm；
1,4092, 4.至少有一个可测量病灶；
1,4359, 5) ECOG 体能评分 0-1 分；
1,4420, 6.目前存在感染性疾病。 
1,4425, 3)Karnofsky评分≥70分，ECOG PS评分0-2;
1,4498, 3. 体重≤40kg，
1,4514, 11.可获得患者基线数据和之前的治疗数据
1,4536, 7. ECOG PS评分：0-2分；
1,4630, 2.腔内影像检查显示边支开口斑块负荷＞40%，且边支直径大于2.5mm。
1,4649, 3) 入选时体重≥2kg；
1,4781, （3）检查 X线检查正常 
1,4801, 3.无妊娠合并症或并发症
1,4862,1.直径大于15mm大或巨大动脉瘤，直径小于3mm微小动脉瘤；
1,4895,（1）单个或2-3个肿瘤直径之和≥5cm，肿瘤分期：BCLC分期为B-C期，非弥漫性肝癌；
1,4914, 4. ECOG评分0-2分；
1,4923,1.受试者对一种及以上的药物或对两种及以上的食物过敏；
1,4997, 2.国籍：中国
1,5077,1）单发肿瘤，最大直径≤5 cm，或者肿瘤数目≤3个，最大直径≤3 cm，术后病理为肝细胞癌；
1,5144,"1）首次发病, 发病≤72小时的急性缺血性卒中患者；"
1,5146, ?总胆红素≤正常值上限
1,5160, 3.超声内镜检查诊断为胃粘膜下肿瘤，且最大直径小于2cm。
1,5166, 6.切除病灶的任意一侧切缘&lt;2cm；
1,5287," (3)移植日至少有一个优质胚胎(第3天胚胎卵裂球数≥7,第5天评分≥3AA、3AB、3BA、3BB 或第6天评分≥4AA、4AB、4BA、4BB 的囊胚视为优质囊胚5). "
1,5304, （2）结节≥2cm或具有结节疼痛或影响美观
1,5307, 2）病灶为多发，全身病灶≥2处；
1,5342, 3、术中出血大于1000ml的患者
1,5377, （4）先天性免疫缺陷患者；
1,5399, 6.ECOG评分必须为0或1；
1,5582, 3.住院时间大于48小时
1,5690, （4）ECOG评分≤ 2；
1,5717, b）且SOFA评分大于等于2分。 
1,5792, 5. 对坦索罗辛或安慰剂中的成分过敏者。
1,5823, 5.屈光介质透视性满足拍摄眼底照片条件。
1,5969, 4、双眼的屈光参差大于1.00D；
1,5997, 8）体力状况评分ECOG 0～2级；
1,6014,  (6)腋下体温≤37℃者。 
1,6047, 6. 东部肿瘤协作组(ECOG)量表体力状况0-2分；
1,6064, 4.咽痛VAS评分≥5；且咽痛中医主症评分≥6；
1,6088, 4、正在进行其他临床研究者
1,6104, 1)ECOG体能状态评分为0~2
1,6115, 2、临床检查无其他肿瘤性疾病
1,6240, (5)病程在8小时之内，有CT证实颅内出血;
1,6457, 11.洼田饮水试验≥4级及其他原因不能按时服药者；
1,6693, 6.C-反应蛋白：正常；
1,6695, 7.有明显肠道梗阻、胃肠出血或现阶段腹泻者；
1,6696, 3.筛选期和基线的汉密尔顿抑郁量表HAMD17评分≥18分，≤28分。
1,6697,（1）、BMI&lt;25Kg/m2；
1,6756, g1. 中性粒细胞计数≥1.5×109/L
1,6768, f.目前无参加其他相关试验项目。 
1,6782, 病理分级为G3；
1,6970,1.ASA评分大于三级
1,7083, ⑤Kt/V值1.0以上；
1,7208, （3）牙齿缺失或义齿小于等于6颗； 
1,7322, (八)颈动脉狭窄≥50%
1,7331, （6）矫正视力低于0.5；
1,7446, 术前MMSE评分≥24分
1,7479, 5、附着丧失不超过3mm，牙完可保留；
1,7725, ⑺血压低于120/80mmHg；
1,7801, –总胆红素在正常限值内；
1,7810, 3.存在一个或多个认知域的能力下降，24≤MMSE≤28分，不符合美国精神病学会的精神障碍诊断和统计手册修订第IV版（DSM-IV－R）痴呆的诊断标准；
1,7846, 2）精神病患者。
1,7915, 2、患有恶性肿瘤 
1,8009, 3、急性冠脉综合症且TIMI风险积分≥5，或最近72小时心肌酶谱增高
1,8053, ④ 需实施全身麻醉且手术时间≤ 3 h。 
1,8118, 3)入选时体重≥2kg；
1,8193, 5）进入本研究时的 ECOG评分≤2分； 
1,8196,   3）KPS评分≥70分；
1,8203, 5.72小时出现多器官功能衰竭者
1,8227, ④常住地海拔低于2500米。 
1,8297, ⑤ECOG评分：0～2；
1,8338, （6）肺功能 FEV1≥1L并且＞50%正常人相应值；
1,8375, 5.ECOG评分≤2；
1,8418, （5）Spiegel睡眠问卷，近1周患者睡眠情况，总分≥9分；
1,8509, 5. 稳定的药物治疗方案；
1,8535, 2.24小时尿蛋白定量≤ 3.0g； 
1,8622, 2）二尖瓣瓣、主动脉瓣、肺动脉瓣和三尖瓣均无器质性病变。
1,8649, 5、发病前改良RANKIN量表评分为0～1分。
1,8667, 2. 患耳在至少两个频率听力损失≥ 20 dBHL；
1,8677, 2)体重≥50kg；
1,8722, （3）肝转移灶数目小于3个，单个最大径小于5cm；
1,8832,   体力状况ECOG评分为0～1；
1,8838, 3）卡氏评分（Karnofsky）≥60分；
1,8840, （2）MMSE简易神经状态量表评分≥24分；
1,8928, 3.ECOG评分≤2分;
1,8939, 3.发病48小时内；
1,9063, 4.至少有以下其中之一被收集记录：ECG、Hollter等；
1,9079, ④ 改良Ashworth量表评定瘫痪手肌张力0-2级；
1,9080, 3）PSQI＞5分；
1,9210, 11.无行为能力者或丧失部分行为能力者；
1,9214, 5.ECOG评分0-2分；
1,9269, 3) 入组前72小时内使用过抗MRSA或抗表皮葡萄球菌抗生素
1,9424, 4.能理解随访问卷的调查；
1,9465, (3)首次发病年龄≤50岁；
1,9568, 4. 体重指数（BMI）小于 35kg/m2 
1,9599, ②体力状况评分(KPS)&lt;70分。
1,9706, 3、负重位X光片下肢力线测量存在膝内翻畸形
1,9732,1. 发作时间大于14天；
1,9753, 1）无糖尿病且汉密尔顿抑郁量表（HAMD-24项）评分＜8分；
1,10035, （3）各项生命体征均平稳且平稳时间超过24小时。 
1,10060, 参考血管直径在 4.0 mm到 7.5 mm之间（必须被测量而不是被估计） 
1,10067, ⑥过敏体质或对多种药物过敏者； 
1,10351, 15)SBP＞160mmHg和（或）DBP＞95mmHg者；
1,10369, 2.ECOG评分小于或等于1分；
1,10375,1. 双侧供肾有多支动脉
1,10377, 5) 淋巴结取材或报告不符合本研究规范
1,10381, 3.本次急性发作超过72小时
1,10486, （2）SCIO指数在6-15（Ⅱ-Ⅳ级）之间的患者。 
1,10487, 2.至少有一个可测量病灶；
1,10556, 7）精神状态检查(MMSE)评分≤17分；
1,10591,1.有不可控制的癫痫发作、中枢神经系统紊乱或因精神病丧失自知力者；
1,10598, 4)病程在48小时内；
1,10601, 2.中等量丘脑出血患者（10-30ml);
1,10609, 6．Karnofsky评分＜50%(见附件一) ；
1,10610, 4.KPS评分80分以上
1,10616, （6）年龄：大于18岁，小于50岁 
1,10758, 4.表现高血糖症状，随机血糖（RPG）≥200 mg / dL （11.1mM/ L）。
1,10763, 4.对方案涉及到的任何一个药物存在过敏
1,10826, –总胆红素≤1.5倍正常值上限；
1,10915, 营养不良：MNA-SF评分0-7分 
1,10959, ③修正Tokuhashi 评分≧9
1,10998, 2.原发性急性闭角型青光眼为首次急性发作者
1,11012, 2)ECOG体力状况0 ~ 2分；
1,11044, 3.本次治疗不单行LC术；
1,11090, 4.重度意识障碍者（Glasgow昏迷评分≤8分），或预期生存期小于1月；
1,11096, d)汉密尔顿抑郁量表24项（HAMD24）评分≥8分；
1,11110, (3）相应抗感染治疗时间小于48小时。
1,11144, 4.Karnofsky评分低于60分；
1,11196,（1）病程≤36小时； 
1,11295, 4.HAMD总分≥21；
1,11306,  2) 高度过敏体质或有严重过敏史者；
1,11400, （3） 愿意行二次穿刺取材的病人。 
1,11419, 3、病情程度属轻度、中度、重度的稳定期患者；
1,11430, 8)同时参加其它临床试验的患者；
1,11454, 2.洼田饮水试验≥2级
1,11468, 4.KPS评分80分以上
1,11581, 6.ECOG评分≤1；
1,11631,1.停经时间≥12周
1,11657, 2.发病前mRS≥2分；
1,11720, 4）预计手术时间＜2h；
1,11821, 4)丙型肝炎抗体阳性，HIV或TP抗体检查阳性者；
1,11825, 2） MMSE小于17分；
1,11832, 7、生活质量评分（Karnofsky评分）≥60分；
1,11850,1.再次肾移植或多器官联合移植
1,11983, 4．GCS评分在5-10分或ISS评分大于16分，预期生存时间&gt;7天
1,11989," （2）《汉密尔顿抑郁量表》分大于等于20分,"
1,12057, （4）预计患者存活时间小于48小时
1,12105, 3、体块指数18.5-24.0
1,12107, -慢性高山病（青海CMS评分大于6分）
1,12214," （4）用药前完成常规体检项目,结果无明显异常者；"
1,12233, 4、术前无精神疾病，认知能力正常；
1,12267, 9  卡氏评分≥70分；
1,12305, 3.卒中发生至随机化分组时间≤24小时
1,12321, 5、KPS评分≥60，预期生存期须≥3个月；综合评估认为能够耐受化疗及靶向治疗的患者；
1,12341, 3.汉族，在北京居住至少5年，有固定住所；
1,12384, 3.患有抑郁障碍以外各种重性精神障碍
1,12425, 8）Karnofsky功能状态评分（KPS评分）&gt;=60分。
1,12455, 2）智力水平低于正常范围者；
1,12482, 2.发病72小时以内的大面积脑梗死患者
1,12489, （10）总胆红素≤1.5倍正常参考值上限
1,12490, 3. 过敏体质及多种药物过敏者；
1,12553, 体重50-100Kg 
1,12564, 2. 符合维生素D缺乏症诊断标准血清25羟维生素D＜50nmol/L 
1,12602, 2.ECOG评分≤2分
1,12628, ④体力状况评分(KPS)70分以上。 
1,12756, 3. 尿道括约肌功能良好；
1,12827,1.孕早期血脂异常&gt;=正常人群血脂范围90%妊娠者。
1,12876, 2) Karnofsky评分≥80分；
1,12908, ?5.符合肩手综合征分期标准中的I期标准，发病2周≤病程≤3个月；
1,12921, 5.肿瘤内无法加量。
1,12942, 4)肾功能不全（肾小球滤过率＜70ml/min，或肌酐超过正常值上限）；
1,13016, （2）急性发作的大面积或多灶糜烂（糜烂总面积&gt;1cm2）；
1,13043, 13）调强放射治疗计划正常组织限量符合如下要求：脊髓最大剂量≤45 Gy，双正常肺（双肺-PTV）V20≤30%和平均剂量≤15 Gy，心脏平均剂量≤30 Gy。 
1,13131," (3)体重在50kg以上,体重指数〔BMI=体重(kg)/身高(m)2〕在19~25kg/m2范围内。"
1,13182, 12)在服用研究用药前三个月内服用过研究药品、或参加了药物临床试验；
1,13240, 3.  全麻时间≥3h。 
1,13267, 2）每1/4区均至少含有二个切牙，一个尖牙，一个前磨牙和一个磨牙；
1,13274, 5.ECOG PS评分：0-2分；
1,13317, 3.有至少一个疾病相关的关节活动度受限（主动）。
1,13435,1）符合MCI诊断标准
1,13465, ③ 体重≥40kg；
1,13559, （4）高血压水平为1级，且导入期后坐位舒张压 90-99mmHg 和（或）收缩压 140-159mmHg者；
1,13572,①住院时间≤48小时；
1,13590, 3.自闭症儿童行为检查表(ABC)评分≥53分；
1,13612, 5.病程在24小时及以内；
1,13670, ②身体，精神发育正常；
1,13671, 6)Karnofsky评分≥70；
1,13692, 3.≥两个动脉粥样硬化危险因素
1,13699, 3. 必须具有至少一个根据RRECIST标准判断的可评价病灶（在螺旋CT上最长径至少10mm，普通CT上最长径至少20mm）
1,13726, ⑤  ECOG PS评分：0~1分；
1,13780, ●脑梗死急性发病≤72小时；
1,13813, 3. 血压：高压高于180或者低压高于120mmHg者；
1,13827,1）表观正常的人群和有典型糖尿病症状的人群；
1,13894, 7）深昏迷（Glasgow昏迷量表[GCS]评分＜5分）者
1,13938, 两眼之间的等效球镜度数的差值必须小于 1.50 D（基于 5 次重复的球柱镜屈光检查的平均值）。 
1,13995, （6）汗密尔顿抑郁量表（HAMD-24）评分﹤8分；
1,14010, 4.汉密尔顿抑郁量表24项版(HAMD-24)评分≥8分
1,14049, 4、美国国立卫生研究院卒中量表（NIHSS）得分为6-30；
1,14079, 3、血肿量10-30ml
1,14100, 4)膝关节内翻畸形≤15°，并且内翻畸形可被手法纠正；
1,14316, 8. 肺栓塞评估正常(采用内科Pauda 评分与风险分层)；
1,14322, 3、入院前24小时内症状反复发作次数≥3，每次持续时间1小时以内，症状波及部位包括面部、上肢、下肢中至少两个部位。 
1,14351, 3. 基础FSH&lt;10IU/L
1,14376, 3.静脉导管已经留置的时间＞72h；
1,14585, 【4】样本来源病例已收入过。 
1,14600, 4)至少有一处可测量肿瘤病灶；
1,14675, 4.入组时VAS≥3分；(基线期)
1,14727, 5.卡氏评分（Karnofsky）≥70分者。
1,14778, 3)SARA评分步态子项评分≤5分；ICARS评分步态子项≤为7分；
1,14904, ⑦NIHSS（National Institutes of Health Stroke Scale）量表评分：4～25分。
1,15022, （5）发病后48小时内；
1,15032, (4)血压超过160 /95mmHg。
1,15091, 3.术后24小时，VAS评分≥2
1,15138, （3）受试者体重40-80kg；
1,15157, （4）VAS肩关节疼痛评分&lt;6；
1,15158, 1) 眼压≥21mmHg；
1,15185, 4.预计手术时间&lt;3小时。 
1,15194, （5）KPS评分不低于60分，预计生存时间超过3个月；
1,15284, （3）荧光素染色≥10个着色点；
1,15372, 8.白细胞计数＜4.0×109/L，血小板计数＜100×109/L，血红蛋白＜90g/L，或伴有其他血液系统疾病者；
1,15388, （4）卡氏评分≥60分；
1,15555, 4.圆形、类圆形（形状不规则但类似圆形）、椭圆形 (长径：短径≤2：1) 动脉瘤，包括有子囊的动脉瘤；
1,15630, 7 Karnofsky评分＜50%(见附件一) ；
1,15663, b)疾病活动度为稳定，即SLE疾病活动度评分（SLEDAI）≤4分；
1,15665, 8.从计划首次给药时间起，预期寿命 ≥ 3个月
1,15713, （3）关节的疼痛数字评价量表( numerical ratingscale，NRS）评分≥4分。 
1,15747,（1）严重的全身性疾患或肝肾系统疾病或精神疾病患者。
1,15769, （5）颅内转移病灶最大直径≤5 厘米；
1,15809, ②BMI&lt;28kg/m2；
1,15832, 局限型血管瘤（直接超过5cm）
1,15836, 6）ECOG评分必须为0或1；
1,15874, [6]17项汉密尔顿抑郁量表(17 items Hamilton Depression Rating Scale，HAMD-17)入组时评分≥7分，且HAMD-17条目1(抑郁情绪)评分≥2分；
1,15944, 2）符合手术标准
1,15956, 2. 疤痕最大径在5cm以内；
1,16084, （2）CD4+T淋巴细胞水平250～500个/ul；
1,16180, 3)流动人口
1,16236, 4）A2DS2评分5分，即为卒中相关性肺炎高危人群，见附件1。
1,16237, 认知功能：MMSE（文盲）≥18分；MMSE（小学）≥21分；MMSE（中学包括中专）≥23分；MMSE（大学）≥24分。
1,16256, 5. ECOG PS：0-1分；
1,16281,1. 高度近视或高度远视（平均屈光度数≤±6D）；
1,16414, （5）最大尿流率（Qmax）≤15ml/s者；
1,16546, （3）促性腺激素释放激素（GnRH）激发试验，LH峰值＜3.3-5.0 IU/L ，LH峰值/FSH峰值＜0.6；
1,16579," （4）靶病变总数1个 ,病变最多植入1枚支架；"
1,16641, ② WBC≥3.0×109/L；
1,16722, PS 评分为 0-1 分（ECOG）。
1,16775, 3.ECOG体力状态评分0-2或KPS功能状态评分≥70分；
1,16819, （2）智力、语言及视听觉功能正常；
1,16959, 3）发病前mRS≤2；
1,17055, 4. 卡氏（Karnofsky）功能状态评分≥70；
1,17108, （3）卡氏评分≥70分或者ECOG 0-1分；
1,17109, 2）血小板小于5×109/L或小于10×109/L，同时存在严重粘膜、内脏出血者
1,17153, 手术时间≥4h。 
1,17179, 2.肺功能检查有弥散功能下降的患者。 
1,17297, 3）至少可获得一个血药浓度点。 
1,17424,   肿瘤直径≤3cm；
1,17518, （5）肝功能正常或基本正常（指标升高程度不超过正常值2倍）；
1,17638, 4)或有骨病及相关危险因素；
1,17662, （4）NIHSS评分4-22分者；
1,17690, 11）同时存在上肢神经病理性疼痛，静息疼痛大于3分；
1,17923, 6.血压≤180/110mmHg；
1,17977, (5) 泪膜破裂时间（TBUT）≤10秒*；
1,17980, E ECOG PS评分 0-1分；
1,18026, (5)患侧踝关节至少有两次出现关节无力；
1,18057, 4. ECOG评分0-2分；
1,18077, ②冠脉造影证实冠脉狭窄率＜50%  
1,18152, （5）基线期IBS-SSS积分 ≥ 75分；
1,18208, (5) 汉族，在本地居住至少1年，有固定住所； 
1,18231, 8)有症状的外周神经病变≥2度；
1,18301, 4）PEF ≤ 预测值的70%。
1,18387, –肌酐≤2.0 mg/dL；且肌酐清除率≥60ml/min；
1,18483, (1)发热腋温≥38.5度
1,18510, (7)近4周内参加过其它药物的临床试验者；
1,18511, B．乳房MRI无清晰病灶显示；
1,18588, 3)筛查期17项汉密尔顿抑郁量表（HAMD）评分≥17分，且3个睡眠条目中至少2个条目评分为2分；
1,18805, ③汉密尔顿抑郁量表（HAMD）检测总分&gt;20分者；
1,18837, (4) 症状发生后48小时入院者；
1,18956, 2.ECOG评分 0-1分；
1,19007, （5）体力状况ECOG 评分0-3分；
1,19044, 4)患者特点：ECOG（Eastern Cooperative Oncology Group）体力状态评分≤1；
1,19049, （5）KPS评分≥60分；
1,19140, ⑺血压低于120/80mmHg；
1,19143,1. 年龄在24小时以内；
1,19266, 5.受试者全血样本体积少于3Ml；
1,19301, 4.ECOG评分为0-2分；
1,19317, (5)参与其他影响胚胎移植的干预性研究者。
1,19427, 6. ECOG评分为0分。 
1,19454, ②64排以上冠脉CT检查证实有至少一支冠状动脉管腔狭窄≥50%；
1,19530, 4.同一团队治疗的患者 
1,19595, 2. 供肾为独肾
1,19625, 4. 格拉斯哥昏迷指数&lt;15分者或长谷川智力测定&lt;27.5分者；
1,19647, ⑦　未控制的高血压（Bp≥160/100mmHg）；
1,19667, 2.4.6脑卒中次数≤2次
1,19790, （3）BMI位于19到24
1,19842, ③ 预期生存时间小于48h的患者；
1,19884, (2) 即将开始第一次化疗；
1,19899,   ②最大尿流率(Qmax)小于15ml/s（尿流量150ml以上）；
2,148,1. 5年内有其他恶性肿瘤病史
2,562, 3.经病理确诊为原发性乳腺癌。
2,959,①有其他癌症病史；
2,1202, 2.经病理组织学或临床诊断为肝细胞癌
2,1402, 5. 双侧乳腺癌或炎性乳腺癌；
2,1429, ②术前病理证实为癌，并位于乙状结肠、直肠（距离肛缘30cm以内）；
2,1489, 其它系统恶性肿瘤病史；
2,1505, 6）下丘脑、垂体肿瘤者；
2,1562, （3）有癌前期皮肤损害者；
2,1618, 2)病理确诊胃癌；
2,1725,（1）主因口腔颌面部恶性肿物就诊，拟行单侧或双侧颈淋巴清扫术者；
2,1791,1，未能控制的脑转移患者；
2,2168, （3）其他恶性肿瘤史； 
2,2717,1.鳞癌（包括腺鳞癌）、小细胞肺癌（包括小细胞癌和非小细胞混合的肺癌）；
2,2771, 2）病理学或临床检查确诊为肝细胞癌患者；
2,2791, 3.肝外转移；
2,2795, （2）幼年粒单核细胞白血病（JMML）；
2,2906, f） 恶性肿瘤
2,2959, 4.脂肪肉瘤及其他肿瘤病史
2,3215,1.经病理组织学首次确诊的宫颈鳞癌；
2,3383, 2. 存在骨转移以外的内脏转移；
2,3413, 12）现患恶性肿瘤或既往恶性肿瘤史
2,3526, 4.患者既往曾记录有脑转移、软脑膜病变或未得到控制的脊髓压迫
2,3622, ?组织学证实为食管鳞癌
2,3656, 9.非肝脏原发性肿瘤，如肝转移癌等。 
2,3845, 2. 反复MRD阳性的难治急性B淋巴细胞白血病，慢性B淋巴细胞白血病，髓外白血病病灶（不包括中枢神经系统白血病）。
2,3858, 5.超声内镜细针穿刺活检病理证实为胃GIST。
2,4098, 2.同时合并有其他部位的恶性肿瘤；
2,4135, 2.同时或异时（5年内）恶性肿瘤（除外有效治疗的鳞状细胞或基底细胞癌）病史
2,4299, 4）有恶性肿瘤史者；
2,4328, 3）合并其他部位恶性肿瘤，或其他器官功能衰竭； 
2,4555,1.经组织学或细胞学确诊的非小细胞肺癌（鳞癌除外，包括腺鳞癌）；
2,4629,经活检病理组织学和免疫组织化学及EBER检测符合WHO 2016对NK/T细胞淋巴瘤诊断标准的患者
2,4638,（1）经病理确诊为乳腺癌
2,4679, 9. 肿瘤史；
2,4946,（1）疑有肝癌（AFP升高且B超或CT提示肝癌）；
2,5009, 14.脑膜转移或症状无法控制的脑转移；
2,5129,1.经病理组织学或者细胞学检查确诊的卵巢癌；
2,5187, 2.单纯粘膜下子宫肌瘤者；
2,5646,1、急性早幼粒细胞白血病（APL）；
2,5649, 3.腹部CT未发现成块融合的淋巴结转移灶
2,5689, HBV活动性病毒性肝炎，HCV抗体阳性；
2,5701,（1）不能确诊为功能型垂体微腺瘤的患者；
2,5752,①按国际神经母细胞瘤分期系统（INSS）分期为4期的初治神经母细胞瘤患者；
2,5758, 3.高度怀疑子宫肌瘤有恶性变或有子宫内膜恶性病变；
2,5827, （2）确诊转移后未接受化放疗、靶向治疗或免疫治疗
2,6070,（1）诊断为恶性淋巴瘤。
2,6116,1. 原发性脑瘤或中枢神经转移瘤病情未控者；
2,6381,①疼痛与肿瘤本身及其诊断、治疗无关者；
2,6543, ⑨　恶性肿瘤病史；
2,6642,1）2019年1月1日前已确诊为肝癌的患者；
2,6760,1.CD19阳性的急性淋巴细胞白血病；
2,6897, 8）活动性恶性肿瘤；
2,6899,1)恶性肿瘤转移所致疼痛的患者；
2,7135, ④曾经或现在已明确患有恶性肿瘤疾病。 
2,7166, （12) 无其余恶性肿瘤病史；
2,7168, （5）有肝外转移 
2,7309, 9.首次治疗的肝细胞癌。 
2,7341, 4. 预期复发后30天内可能会出现早期死亡的患者 
2,7599,（1）诊断为恶性血液病的患者
2,7686, 6) 恶性肿瘤病史；
2,7714,1. 根治手术后，病理确诊腺癌；
2,7722, 9.恶性肿瘤或其它严重疾病；
2,8133, 2）根据术前肠镜活检病理结果，证实为直肠癌；
